expert_id,expert_slug,item_id,participant_id,task_id,stage,block,image_id,dimension,score
expert_02,louyongqi,I050,P010,T1_early_E04,T1,early,E04,spatial,0
expert_02,louyongqi,I050,P010,T1_early_E04,T1,early,E04,camera,0
expert_02,louyongqi,I051,P015,T3_transfer_C02,T3,transfer,C02,spatial,0
expert_02,louyongqi,I051,P015,T3_transfer_C02,T3,transfer,C02,relation,0
expert_02,louyongqi,I052,P007,T1_middle_E01,T1,middle,E01,spatial,0
expert_02,louyongqi,I052,P007,T1_middle_E01,T1,middle,E01,object,0
expert_02,louyongqi,I053,P013,T1_early_A05,T1,early,A05,camera,0
expert_02,louyongqi,I053,P013,T1_early_A05,T1,early,A05,relation,0
expert_02,louyongqi,I054,P008,T1_early_D04,T1,early,D04,object,0
expert_02,louyongqi,I054,P008,T1_early_D04,T1,early,D04,spatial,0
expert_02,louyongqi,I055,P013,T3_transfer_E03,T3,transfer,E03,spatial,0
expert_02,louyongqi,I055,P013,T3_transfer_E03,T3,transfer,E03,object,0
expert_02,louyongqi,I056,P006,T1_early_C03,T1,early,C03,spatial,0
expert_02,louyongqi,I056,P006,T1_early_C03,T1,early,C03,relation,0
expert_02,louyongqi,I057,P018,T2_middle_D03,T2,middle,D03,spatial,3
expert_02,louyongqi,I057,P018,T2_middle_D03,T2,middle,D03,camera,1
expert_02,louyongqi,I058,P020,T3_transfer_E02,T3,transfer,E02,spatial,0
expert_02,louyongqi,I058,P020,T3_transfer_E02,T3,transfer,E02,camera,0
expert_02,louyongqi,I059,P014,T1_early_C04,T1,early,C04,spatial,0
expert_02,louyongqi,I059,P014,T1_early_C04,T1,early,C04,relation,0
expert_02,louyongqi,I060,P009,T3_transfer_E01,T3,transfer,E01,spatial,0
expert_02,louyongqi,I060,P009,T3_transfer_E01,T3,transfer,E01,object,0
expert_02,louyongqi,I061,P017,T3_transfer_D06,T3,transfer,D06,spatial,0
expert_02,louyongqi,I061,P017,T3_transfer_D06,T3,transfer,D06,object,0
expert_02,louyongqi,I062,P001,T3_transfer_C01,T3,transfer,C01,spatial,0
expert_02,louyongqi,I062,P001,T3_transfer_C01,T3,transfer,C01,relation,0
expert_02,louyongqi,I062,P001,T3_transfer_C01,T3,transfer,C01,camera,0
expert_02,louyongqi,I063,P005,T3_transfer_C02,T3,transfer,C02,spatial,0
expert_02,louyongqi,I063,P005,T3_transfer_C02,T3,transfer,C02,relation,0
expert_02,louyongqi,I064,P004,T1_early_E01,T1,early,E01,spatial,0
expert_02,louyongqi,I064,P004,T1_early_E01,T1,early,E01,object,0
expert_02,louyongqi,I065,P015,T1_early_E05,T1,early,E05,spatial,0
expert_02,louyongqi,I065,P015,T1_early_E05,T1,early,E05,camera,0
expert_02,louyongqi,I066,P016,T1_early_C04,T1,early,C04,spatial,0
expert_02,louyongqi,I066,P016,T1_early_C04,T1,early,C04,relation,0
expert_02,louyongqi,I067,P006,T1_middle_E01,T1,middle,E01,spatial,0
expert_02,louyongqi,I067,P006,T1_middle_E01,T1,middle,E01,object,0
expert_02,louyongqi,I068,P009,T1_early_D01,T1,early,D01,object,0
expert_02,louyongqi,I068,P009,T1_early_D01,T1,early,D01,spatial,0
expert_02,louyongqi,I069,P002,T1_early_E05,T1,early,E05,spatial,0
expert_02,louyongqi,I069,P002,T1_early_E05,T1,early,E05,camera,0
expert_02,louyongqi,I070,P019,T1_early_A04,T1,early,A04,camera,0
expert_02,louyongqi,I070,P019,T1_early_A04,T1,early,A04,spatial,1
expert_02,louyongqi,I071,P007,T3_transfer_A05,T3,transfer,A05,camera,0
expert_02,louyongqi,I071,P007,T3_transfer_A05,T3,transfer,A05,relation,0
expert_02,louyongqi,I072,P016,T1_early_D02,T1,early,D02,object,1
expert_02,louyongqi,I072,P016,T1_early_D02,T1,early,D02,spatial,0
expert_02,louyongqi,I073,P010,T2_middle_D06,T2,middle,D06,spatial,1
expert_02,louyongqi,I073,P010,T2_middle_D06,T2,middle,D06,object,0
expert_02,louyongqi,I074,P004,T2_middle_D02,T2,middle,D02,object,1
expert_02,louyongqi,I074,P004,T2_middle_D02,T2,middle,D02,spatial,0
expert_02,louyongqi,I075,P019,T2_middle_D05,T2,middle,D05,spatial,0
expert_02,louyongqi,I075,P019,T2_middle_D05,T2,middle,D05,relation,0
expert_02,louyongqi,I076,P011,T3_transfer_D01,T3,transfer,D01,object,0
expert_02,louyongqi,I076,P011,T3_transfer_D01,T3,transfer,D01,spatial,0
expert_02,louyongqi,I077,P011,T1_early_C03,T1,early,C03,spatial,0
expert_02,louyongqi,I077,P011,T1_early_C03,T1,early,C03,relation,1
expert_02,louyongqi,I078,P013,T3_transfer_D04,T3,transfer,D04,object,0
expert_02,louyongqi,I078,P013,T3_transfer_D04,T3,transfer,D04,spatial,0
expert_02,louyongqi,I079,P011,T2_middle_D02,T2,middle,D02,object,0
expert_02,louyongqi,I079,P011,T2_middle_D02,T2,middle,D02,spatial,1
expert_02,louyongqi,I080,P005,T1_middle_A01,T1,middle,A01,camera,0
expert_02,louyongqi,I080,P005,T1_middle_A01,T1,middle,A01,spatial,2
expert_02,louyongqi,I081,P010,T1_early_C04,T1,early,C04,spatial,2
expert_02,louyongqi,I081,P010,T1_early_C04,T1,early,C04,relation,1
expert_02,louyongqi,I082,P008,T1_middle_E02,T1,middle,E02,spatial,1
expert_02,louyongqi,I082,P008,T1_middle_E02,T1,middle,E02,camera,0
expert_02,louyongqi,I083,P005,T3_transfer_A05,T3,transfer,A05,camera,0
expert_02,louyongqi,I083,P005,T3_transfer_A05,T3,transfer,A05,relation,2
expert_02,louyongqi,I084,P003,T2_middle_D01,T2,middle,D01,object,0
expert_02,louyongqi,I084,P003,T2_middle_D01,T2,middle,D01,spatial,0
expert_02,louyongqi,I085,P006,T3_transfer_D06,T3,transfer,D06,spatial,1
expert_02,louyongqi,I085,P006,T3_transfer_D06,T3,transfer,D06,object,0
expert_02,louyongqi,I086,P017,T3_transfer_C04,T3,transfer,C04,spatial,0
expert_02,louyongqi,I086,P017,T3_transfer_C04,T3,transfer,C04,relation,1
expert_02,louyongqi,I087,P004,T1_early_C03,T1,early,C03,spatial,1
expert_02,louyongqi,I087,P004,T1_early_C03,T1,early,C03,relation,1
expert_02,louyongqi,I088,P014,T2_middle_D03,T2,middle,D03,spatial,0
expert_02,louyongqi,I088,P014,T2_middle_D03,T2,middle,D03,camera,0
expert_02,louyongqi,I089,P019,T1_early_D04,T1,early,D04,object,0
expert_02,louyongqi,I089,P019,T1_early_D04,T1,early,D04,spatial,0
expert_02,louyongqi,I090,P011,T2_middle_C04,T2,middle,C04,spatial,1
expert_02,louyongqi,I090,P011,T2_middle_C04,T2,middle,C04,relation,2
expert_02,louyongqi,I091,P018,T3_transfer_E02,T3,transfer,E02,spatial,0
expert_02,louyongqi,I091,P018,T3_transfer_E02,T3,transfer,E02,camera,2
expert_02,louyongqi,I092,P013,T1_early_C04,T1,early,C04,spatial,0
expert_02,louyongqi,I092,P013,T1_early_C04,T1,early,C04,relation,0
expert_02,louyongqi,I093,P019,T3_transfer_C03,T3,transfer,C03,spatial,0
expert_02,louyongqi,I093,P019,T3_transfer_C03,T3,transfer,C03,relation,1
expert_02,louyongqi,I094,P013,T2_middle_D05,T2,middle,D05,spatial,0
expert_02,louyongqi,I094,P013,T2_middle_D05,T2,middle,D05,relation,0
expert_02,louyongqi,I095,P015,T1_middle_A01,T1,middle,A01,camera,0
expert_02,louyongqi,I095,P015,T1_middle_A01,T1,middle,A01,spatial,0
expert_02,louyongqi,I096,P016,T3_transfer_C02,T3,transfer,C02,spatial,0
expert_02,louyongqi,I096,P016,T3_transfer_C02,T3,transfer,C02,relation,1
expert_02,louyongqi,I097,P009,T2_middle_C04,T2,middle,C04,spatial,1
expert_02,louyongqi,I097,P009,T2_middle_C04,T2,middle,C04,relation,1
expert_02,louyongqi,I098,P003,T3_transfer_C03,T3,transfer,C03,spatial,0
expert_02,louyongqi,I098,P003,T3_transfer_C03,T3,transfer,C03,relation,0
expert_02,louyongqi,I099,P019,T3_transfer_C01,T3,transfer,C01,spatial,0
expert_02,louyongqi,I099,P019,T3_transfer_C01,T3,transfer,C01,relation,0
expert_02,louyongqi,I099,P019,T3_transfer_C01,T3,transfer,C01,camera,0
expert_02,louyongqi,I100,P004,T3_transfer_A04,T3,transfer,A04,camera,1
expert_02,louyongqi,I100,P004,T3_transfer_A04,T3,transfer,A04,spatial,1
expert_02,louyongqi,I101,P004,T3_transfer_A01,T3,transfer,A01,camera,0
expert_02,louyongqi,I101,P004,T3_transfer_A01,T3,transfer,A01,spatial,1
expert_02,louyongqi,I102,P002,T3_transfer_A01,T3,transfer,A01,camera,0
expert_02,louyongqi,I102,P002,T3_transfer_A01,T3,transfer,A01,spatial,0
expert_02,louyongqi,I103,P001,T1_early_D03,T1,early,D03,spatial,1
expert_02,louyongqi,I103,P001,T1_early_D03,T1,early,D03,camera,0
expert_02,louyongqi,I104,P020,T2_middle_E01,T2,middle,E01,spatial,0
expert_02,louyongqi,I104,P020,T2_middle_E01,T2,middle,E01,object,0
expert_02,louyongqi,I105,P014,T1_early_C02,T1,early,C02,spatial,0
expert_02,louyongqi,I105,P014,T1_early_C02,T1,early,C02,relation,0
expert_02,louyongqi,I106,P008,T1_middle_A05,T1,middle,A05,camera,0
expert_02,louyongqi,I106,P008,T1_middle_A05,T1,middle,A05,relation,0
expert_02,louyongqi,I107,P017,T1_early_E04,T1,early,E04,spatial,1
expert_02,louyongqi,I107,P017,T1_early_E04,T1,early,E04,camera,0
expert_02,louyongqi,I108,P008,T3_transfer_C03,T3,transfer,C03,spatial,0
expert_02,louyongqi,I108,P008,T3_transfer_C03,T3,transfer,C03,relation,1
expert_02,louyongqi,I109,P016,T2_middle_A04,T2,middle,A04,camera,0
expert_02,louyongqi,I109,P016,T2_middle_A04,T2,middle,A04,spatial,1
expert_02,louyongqi,I110,P004,T2_middle_D05,T2,middle,D05,spatial,0
expert_02,louyongqi,I110,P004,T2_middle_D05,T2,middle,D05,relation,0
expert_02,louyongqi,I111,P002,T1_middle_D04,T1,middle,D04,object,0
expert_02,louyongqi,I111,P002,T1_middle_D04,T1,middle,D04,spatial,1
expert_02,louyongqi,I112,P006,T1_middle_A02,T1,middle,A02,camera,0
expert_02,louyongqi,I112,P006,T1_middle_A02,T1,middle,A02,spatial,1
expert_02,louyongqi,I113,P003,T2_middle_C01,T2,middle,C01,spatial,0
expert_02,louyongqi,I113,P003,T2_middle_C01,T2,middle,C01,relation,0
expert_02,louyongqi,I113,P003,T2_middle_C01,T2,middle,C01,camera,0
expert_02,louyongqi,I114,P020,T3_transfer_C04,T3,transfer,C04,spatial,0
expert_02,louyongqi,I114,P020,T3_transfer_C04,T3,transfer,C04,relation,0
expert_03,lihejin,I001,P014,T3_transfer_E02,T3,transfer,E02,spatial,0
expert_03,lihejin,I001,P014,T3_transfer_E02,T3,transfer,E02,camera,0
expert_03,lihejin,I002,P006,T1_early_C01,T1,early,C01,spatial,0
expert_03,lihejin,I002,P006,T1_early_C01,T1,early,C01,relation,0
expert_03,lihejin,I002,P006,T1_early_C01,T1,early,C01,camera,0
expert_03,lihejin,I003,P002,T1_early_C02,T1,early,C02,spatial,0
expert_03,lihejin,I003,P002,T1_early_C02,T1,early,C02,relation,0
expert_03,lihejin,I004,P003,T1_early_D02,T1,early,D02,object,0
expert_03,lihejin,I004,P003,T1_early_D02,T1,early,D02,spatial,0
expert_03,lihejin,I005,P010,T3_transfer_A02,T3,transfer,A02,camera,0
expert_03,lihejin,I005,P010,T3_transfer_A02,T3,transfer,A02,spatial,0
expert_03,lihejin,I006,P001,T1_early_E04,T1,early,E04,spatial,0
expert_03,lihejin,I006,P001,T1_early_E04,T1,early,E04,camera,0
expert_03,lihejin,I007,P001,T2_middle_A04,T2,middle,A04,camera,0
expert_03,lihejin,I007,P001,T2_middle_A04,T2,middle,A04,spatial,0
expert_03,lihejin,I008,P007,T1_early_D01,T1,early,D01,object,0
expert_03,lihejin,I008,P007,T1_early_D01,T1,early,D01,spatial,0
expert_03,lihejin,I009,P019,T2_middle_A02,T2,middle,A02,camera,0
expert_03,lihejin,I009,P019,T2_middle_A02,T2,middle,A02,spatial,0
expert_03,lihejin,I010,P008,T3_transfer_C04,T3,transfer,C04,spatial,0
expert_03,lihejin,I010,P008,T3_transfer_C04,T3,transfer,C04,relation,0
expert_03,lihejin,I011,P003,T1_early_E02,T1,early,E02,spatial,1
expert_03,lihejin,I011,P003,T1_early_E02,T1,early,E02,camera,0
expert_03,lihejin,I012,P017,T1_early_A03,T1,early,A03,camera,0
expert_03,lihejin,I012,P017,T1_early_A03,T1,early,A03,spatial,0
expert_03,lihejin,I013,P015,T1_early_C04,T1,early,C04,spatial,0
expert_03,lihejin,I013,P015,T1_early_C04,T1,early,C04,relation,0
expert_03,lihejin,I014,P003,T3_transfer_E05,T3,transfer,E05,spatial,0
expert_03,lihejin,I014,P003,T3_transfer_E05,T3,transfer,E05,camera,0
expert_03,lihejin,I015,P017,T2_middle_D03,T2,middle,D03,spatial,3
expert_03,lihejin,I015,P017,T2_middle_D03,T2,middle,D03,camera,3
expert_03,lihejin,I016,P001,T2_middle_E05,T2,middle,E05,spatial,0
expert_03,lihejin,I016,P001,T2_middle_E05,T2,middle,E05,camera,0
expert_03,lihejin,I017,P002,T3_transfer_E03,T3,transfer,E03,spatial,0
expert_03,lihejin,I017,P002,T3_transfer_E03,T3,transfer,E03,object,0
expert_03,lihejin,I018,P020,T1_early_D03,T1,early,D03,spatial,1
expert_03,lihejin,I018,P020,T1_early_D03,T1,early,D03,camera,0
expert_03,lihejin,I019,P016,T3_transfer_D06,T3,transfer,D06,spatial,0
expert_03,lihejin,I019,P016,T3_transfer_D06,T3,transfer,D06,object,0
expert_03,lihejin,I020,P005,T1_early_D03,T1,early,D03,spatial,1
expert_03,lihejin,I020,P005,T1_early_D03,T1,early,D03,camera,0
expert_03,lihejin,I021,P015,T1_middle_D05,T1,middle,D05,spatial,0
expert_03,lihejin,I021,P015,T1_middle_D05,T1,middle,D05,relation,0
expert_03,lihejin,I022,P005,T1_middle_E03,T1,middle,E03,spatial,0
expert_03,lihejin,I022,P005,T1_middle_E03,T1,middle,E03,object,0
expert_03,lihejin,I023,P011,T3_transfer_A05,T3,transfer,A05,camera,0
expert_03,lihejin,I023,P011,T3_transfer_A05,T3,transfer,A05,relation,2
expert_03,lihejin,I024,P002,T1_middle_C04,T1,middle,C04,spatial,0
expert_03,lihejin,I024,P002,T1_middle_C04,T1,middle,C04,relation,1
expert_03,lihejin,I025,P018,T3_transfer_C01,T3,transfer,C01,spatial,0
expert_03,lihejin,I025,P018,T3_transfer_C01,T3,transfer,C01,relation,0
expert_03,lihejin,I025,P018,T3_transfer_C01,T3,transfer,C01,camera,0
expert_03,lihejin,I026,P018,T2_middle_A05,T2,middle,A05,camera,0
expert_03,lihejin,I026,P018,T2_middle_A05,T2,middle,A05,relation,0
expert_03,lihejin,I027,P010,T3_transfer_D01,T3,transfer,D01,object,0
expert_03,lihejin,I027,P010,T3_transfer_D01,T3,transfer,D01,spatial,0
expert_03,lihejin,I028,P014,T3_transfer_E03,T3,transfer,E03,spatial,0
expert_03,lihejin,I028,P014,T3_transfer_E03,T3,transfer,E03,object,0
expert_03,lihejin,I029,P001,T3_transfer_D05,T3,transfer,D05,spatial,1
expert_03,lihejin,I029,P001,T3_transfer_D05,T3,transfer,D05,relation,1
expert_03,lihejin,I030,P009,T1_early_C02,T1,early,C02,spatial,0
expert_03,lihejin,I030,P009,T1_early_C02,T1,early,C02,relation,1
expert_03,lihejin,I031,P020,T2_middle_A05,T2,middle,A05,camera,0
expert_03,lihejin,I031,P020,T2_middle_A05,T2,middle,A05,relation,0
expert_03,lihejin,I032,P007,T3_transfer_E05,T3,transfer,E05,spatial,0
expert_03,lihejin,I032,P007,T3_transfer_E05,T3,transfer,E05,camera,0
expert_03,lihejin,I033,P009,T2_middle_A05,T2,middle,A05,camera,1
expert_03,lihejin,I033,P009,T2_middle_A05,T2,middle,A05,relation,2
expert_03,lihejin,I034,P016,T2_middle_E03,T2,middle,E03,spatial,0
expert_03,lihejin,I034,P016,T2_middle_E03,T2,middle,E03,object,0
expert_03,lihejin,I035,P015,T3_transfer_D03,T3,transfer,D03,spatial,0
expert_03,lihejin,I035,P015,T3_transfer_D03,T3,transfer,D03,camera,0
expert_03,lihejin,I036,P017,T2_middle_C03,T2,middle,C03,spatial,3
expert_03,lihejin,I036,P017,T2_middle_C03,T2,middle,C03,relation,3
expert_03,lihejin,I037,P020,T1_early_D02,T1,early,D02,object,0
expert_03,lihejin,I037,P020,T1_early_D02,T1,early,D02,spatial,0
expert_03,lihejin,I038,P010,T2_middle_E01,T2,middle,E01,spatial,3
expert_03,lihejin,I038,P010,T2_middle_E01,T2,middle,E01,object,2
expert_03,lihejin,I039,P018,T1_early_A02,T1,early,A02,camera,0
expert_03,lihejin,I039,P018,T1_early_A02,T1,early,A02,spatial,0
expert_03,lihejin,I040,P006,T3_transfer_D05,T3,transfer,D05,spatial,1
expert_03,lihejin,I040,P006,T3_transfer_D05,T3,transfer,D05,relation,1
expert_03,lihejin,I041,P007,T1_early_D02,T1,early,D02,object,1
expert_03,lihejin,I041,P007,T1_early_D02,T1,early,D02,spatial,0
expert_03,lihejin,I042,P009,T3_transfer_D06,T3,transfer,D06,spatial,1
expert_03,lihejin,I042,P009,T3_transfer_D06,T3,transfer,D06,object,0
expert_03,lihejin,I043,P007,T1_middle_A04,T1,middle,A04,camera,0
expert_03,lihejin,I043,P007,T1_middle_A04,T1,middle,A04,spatial,0
expert_03,lihejin,I044,P014,T2_middle_D06,T2,middle,D06,spatial,0
expert_03,lihejin,I044,P014,T2_middle_D06,T2,middle,D06,object,0
expert_03,lihejin,I045,P005,T1_early_E02,T1,early,E02,spatial,1
expert_03,lihejin,I045,P005,T1_early_E02,T1,early,E02,camera,0
expert_03,lihejin,I046,P013,T2_middle_C03,T2,middle,C03,spatial,0
expert_03,lihejin,I046,P013,T2_middle_C03,T2,middle,C03,relation,1
expert_03,lihejin,I047,P018,T1_early_C03,T1,early,C03,spatial,0
expert_03,lihejin,I047,P018,T1_early_C03,T1,early,C03,relation,0
expert_03,lihejin,I048,P008,T1_early_E04,T1,early,E04,spatial,2
expert_03,lihejin,I048,P008,T1_early_E04,T1,early,E04,camera,0
expert_03,lihejin,I049,P011,T1_early_E04,T1,early,E04,spatial,2
expert_03,lihejin,I049,P011,T1_early_E04,T1,early,E04,camera,0
expert_03,lihejin,I050,P010,T1_early_E04,T1,early,E04,spatial,0
expert_03,lihejin,I050,P010,T1_early_E04,T1,early,E04,camera,0
expert_03,lihejin,I051,P015,T3_transfer_C02,T3,transfer,C02,spatial,0
expert_03,lihejin,I051,P015,T3_transfer_C02,T3,transfer,C02,relation,0
expert_03,lihejin,I052,P007,T1_middle_E01,T1,middle,E01,spatial,0
expert_03,lihejin,I052,P007,T1_middle_E01,T1,middle,E01,object,0
expert_03,lihejin,I053,P013,T1_early_A05,T1,early,A05,camera,0
expert_03,lihejin,I053,P013,T1_early_A05,T1,early,A05,relation,0
expert_03,lihejin,I054,P008,T1_early_D04,T1,early,D04,object,0
expert_03,lihejin,I054,P008,T1_early_D04,T1,early,D04,spatial,0
expert_03,lihejin,I055,P013,T3_transfer_E03,T3,transfer,E03,spatial,0
expert_03,lihejin,I055,P013,T3_transfer_E03,T3,transfer,E03,object,0
expert_03,lihejin,I056,P006,T1_early_C03,T1,early,C03,spatial,0
expert_03,lihejin,I056,P006,T1_early_C03,T1,early,C03,relation,0
expert_03,lihejin,I057,P018,T2_middle_D03,T2,middle,D03,spatial,2
expert_03,lihejin,I057,P018,T2_middle_D03,T2,middle,D03,camera,1
expert_03,lihejin,I058,P020,T3_transfer_E02,T3,transfer,E02,spatial,0
expert_03,lihejin,I058,P020,T3_transfer_E02,T3,transfer,E02,camera,0
expert_03,lihejin,I059,P014,T1_early_C04,T1,early,C04,spatial,0
expert_03,lihejin,I059,P014,T1_early_C04,T1,early,C04,relation,0
expert_03,lihejin,I060,P009,T3_transfer_E01,T3,transfer,E01,spatial,0
expert_03,lihejin,I060,P009,T3_transfer_E01,T3,transfer,E01,object,0
expert_03,lihejin,I061,P017,T3_transfer_D06,T3,transfer,D06,spatial,0
expert_03,lihejin,I061,P017,T3_transfer_D06,T3,transfer,D06,object,0
expert_03,lihejin,I062,P001,T3_transfer_C01,T3,transfer,C01,spatial,1
expert_03,lihejin,I062,P001,T3_transfer_C01,T3,transfer,C01,relation,0
expert_03,lihejin,I062,P001,T3_transfer_C01,T3,transfer,C01,camera,0
expert_03,lihejin,I063,P005,T3_transfer_C02,T3,transfer,C02,spatial,1
expert_03,lihejin,I063,P005,T3_transfer_C02,T3,transfer,C02,relation,1
expert_03,lihejin,I064,P004,T1_early_E01,T1,early,E01,spatial,0
expert_03,lihejin,I064,P004,T1_early_E01,T1,early,E01,object,0
expert_03,lihejin,I065,P015,T1_early_E05,T1,early,E05,spatial,0
expert_03,lihejin,I065,P015,T1_early_E05,T1,early,E05,camera,0
expert_03,lihejin,I066,P016,T1_early_C04,T1,early,C04,spatial,0
expert_03,lihejin,I066,P016,T1_early_C04,T1,early,C04,relation,0
expert_03,lihejin,I067,P006,T1_middle_E01,T1,middle,E01,spatial,1
expert_03,lihejin,I067,P006,T1_middle_E01,T1,middle,E01,object,1
expert_03,lihejin,I068,P009,T1_early_D01,T1,early,D01,object,0
expert_03,lihejin,I068,P009,T1_early_D01,T1,early,D01,spatial,0
expert_03,lihejin,I069,P002,T1_early_E05,T1,early,E05,spatial,0
expert_03,lihejin,I069,P002,T1_early_E05,T1,early,E05,camera,0
expert_03,lihejin,I070,P019,T1_early_A04,T1,early,A04,camera,0
expert_03,lihejin,I070,P019,T1_early_A04,T1,early,A04,spatial,1
expert_03,lihejin,I071,P007,T3_transfer_A05,T3,transfer,A05,camera,0
expert_03,lihejin,I071,P007,T3_transfer_A05,T3,transfer,A05,relation,0
expert_03,lihejin,I072,P016,T1_early_D02,T1,early,D02,object,0
expert_03,lihejin,I072,P016,T1_early_D02,T1,early,D02,spatial,0
expert_03,lihejin,I073,P010,T2_middle_D06,T2,middle,D06,spatial,1
expert_03,lihejin,I073,P010,T2_middle_D06,T2,middle,D06,object,0
expert_03,lihejin,I074,P004,T2_middle_D02,T2,middle,D02,object,1
expert_03,lihejin,I074,P004,T2_middle_D02,T2,middle,D02,spatial,0
expert_03,lihejin,I075,P019,T2_middle_D05,T2,middle,D05,spatial,0
expert_03,lihejin,I075,P019,T2_middle_D05,T2,middle,D05,relation,0
expert_03,lihejin,I076,P011,T3_transfer_D01,T3,transfer,D01,object,0
expert_03,lihejin,I076,P011,T3_transfer_D01,T3,transfer,D01,spatial,0
expert_03,lihejin,I077,P011,T1_early_C03,T1,early,C03,spatial,0
expert_03,lihejin,I077,P011,T1_early_C03,T1,early,C03,relation,1
expert_03,lihejin,I078,P013,T3_transfer_D04,T3,transfer,D04,object,0
expert_03,lihejin,I078,P013,T3_transfer_D04,T3,transfer,D04,spatial,0
expert_03,lihejin,I079,P011,T2_middle_D02,T2,middle,D02,object,0
expert_03,lihejin,I079,P011,T2_middle_D02,T2,middle,D02,spatial,0
expert_03,lihejin,I080,P005,T1_middle_A01,T1,middle,A01,camera,0
expert_03,lihejin,I080,P005,T1_middle_A01,T1,middle,A01,spatial,2
expert_03,lihejin,I081,P010,T1_early_C04,T1,early,C04,spatial,2
expert_03,lihejin,I081,P010,T1_early_C04,T1,early,C04,relation,1
expert_03,lihejin,I082,P008,T1_middle_E02,T1,middle,E02,spatial,1
expert_03,lihejin,I082,P008,T1_middle_E02,T1,middle,E02,camera,0
expert_03,lihejin,I083,P005,T3_transfer_A05,T3,transfer,A05,camera,0
expert_03,lihejin,I083,P005,T3_transfer_A05,T3,transfer,A05,relation,2
expert_03,lihejin,I084,P003,T2_middle_D01,T2,middle,D01,object,0
expert_03,lihejin,I084,P003,T2_middle_D01,T2,middle,D01,spatial,0
expert_03,lihejin,I085,P006,T3_transfer_D06,T3,transfer,D06,spatial,1
expert_03,lihejin,I085,P006,T3_transfer_D06,T3,transfer,D06,object,0
expert_03,lihejin,I086,P017,T3_transfer_C04,T3,transfer,C04,spatial,0
expert_03,lihejin,I086,P017,T3_transfer_C04,T3,transfer,C04,relation,1
expert_03,lihejin,I087,P004,T1_early_C03,T1,early,C03,spatial,0
expert_03,lihejin,I087,P004,T1_early_C03,T1,early,C03,relation,1
expert_03,lihejin,I088,P014,T2_middle_D03,T2,middle,D03,spatial,0
expert_03,lihejin,I088,P014,T2_middle_D03,T2,middle,D03,camera,0
expert_03,lihejin,I089,P019,T1_early_D04,T1,early,D04,object,0
expert_03,lihejin,I089,P019,T1_early_D04,T1,early,D04,spatial,0
expert_03,lihejin,I090,P011,T2_middle_C04,T2,middle,C04,spatial,1
expert_03,lihejin,I090,P011,T2_middle_C04,T2,middle,C04,relation,2
expert_03,lihejin,I091,P018,T3_transfer_E02,T3,transfer,E02,spatial,1
expert_03,lihejin,I091,P018,T3_transfer_E02,T3,transfer,E02,camera,1
expert_03,lihejin,I092,P013,T1_early_C04,T1,early,C04,spatial,0
expert_03,lihejin,I092,P013,T1_early_C04,T1,early,C04,relation,0
expert_03,lihejin,I093,P019,T3_transfer_C03,T3,transfer,C03,spatial,1
expert_03,lihejin,I093,P019,T3_transfer_C03,T3,transfer,C03,relation,1
expert_03,lihejin,I094,P013,T2_middle_D05,T2,middle,D05,spatial,0
expert_03,lihejin,I094,P013,T2_middle_D05,T2,middle,D05,relation,0
expert_03,lihejin,I095,P015,T1_middle_A01,T1,middle,A01,camera,0
expert_03,lihejin,I095,P015,T1_middle_A01,T1,middle,A01,spatial,0
expert_03,lihejin,I096,P016,T3_transfer_C02,T3,transfer,C02,spatial,0
expert_03,lihejin,I096,P016,T3_transfer_C02,T3,transfer,C02,relation,1
expert_03,lihejin,I097,P009,T2_middle_C04,T2,middle,C04,spatial,1
expert_03,lihejin,I097,P009,T2_middle_C04,T2,middle,C04,relation,1
expert_03,lihejin,I098,P003,T3_transfer_C03,T3,transfer,C03,spatial,0
expert_03,lihejin,I098,P003,T3_transfer_C03,T3,transfer,C03,relation,0
expert_03,lihejin,I099,P019,T3_transfer_C01,T3,transfer,C01,spatial,0
expert_03,lihejin,I099,P019,T3_transfer_C01,T3,transfer,C01,relation,0
expert_03,lihejin,I099,P019,T3_transfer_C01,T3,transfer,C01,camera,0
expert_03,lihejin,I100,P004,T3_transfer_A04,T3,transfer,A04,camera,1
expert_03,lihejin,I100,P004,T3_transfer_A04,T3,transfer,A04,spatial,1
expert_03,lihejin,I101,P004,T3_transfer_A01,T3,transfer,A01,camera,0
expert_03,lihejin,I101,P004,T3_transfer_A01,T3,transfer,A01,spatial,1
expert_03,lihejin,I102,P002,T3_transfer_A01,T3,transfer,A01,camera,0
expert_03,lihejin,I102,P002,T3_transfer_A01,T3,transfer,A01,spatial,0
expert_03,lihejin,I103,P001,T1_early_D03,T1,early,D03,spatial,1
expert_03,lihejin,I103,P001,T1_early_D03,T1,early,D03,camera,0
expert_03,lihejin,I104,P020,T2_middle_E01,T2,middle,E01,spatial,0
expert_03,lihejin,I104,P020,T2_middle_E01,T2,middle,E01,object,0
expert_03,lihejin,I105,P014,T1_early_C02,T1,early,C02,spatial,0
expert_03,lihejin,I105,P014,T1_early_C02,T1,early,C02,relation,0
expert_03,lihejin,I106,P008,T1_middle_A05,T1,middle,A05,camera,0
expert_03,lihejin,I106,P008,T1_middle_A05,T1,middle,A05,relation,1
expert_03,lihejin,I107,P017,T1_early_E04,T1,early,E04,spatial,1
expert_03,lihejin,I107,P017,T1_early_E04,T1,early,E04,camera,0
